Account_ID,City,Phone,Status
AID-3401-76,Cork,782-341-2060,Active
AID-0887-77,Cork,329-424-2682,Active
AID-8064-71,Dublin,533-540-1750,Active
AID-0873-86,Galway,226-146-4354,Active
AID-8976-21,Cork,807-203-5843,Active
AID-4490-18,Swords,381-461-4788,Active
AID-9910-36,Swords,607-438-1031,Active
AID-6004-46,Swords,152-446-7379,Active
AID-0921-22,Galway,409-753-5069,Active
AID-5039-85,Cork,547-167-5431,Active
AID-4773-95,Cork,227-469-0473,Active
AID-3652-30,Cork,515-824-0656,Active
AID-3224-55,Limerick,463-798-1299,Active
AID-8837-65,Cork,742-384-9694,Active
AID-7471-90,Dublin,394-435-2139,Active
AID-2144-18,Galway,699-115-8843,Active
AID-5821-04,Dublin,512-547-3915,Active
AID-4820-66,Cork,846-169-0723,Active
AID-9024-05,Cork,697-258-0146,Active
AID-9638-27,Dublin,542-214-2801,Active
AID-6192-48,Cork,506-930-6178,Active
AID-0359-98,Cork,743-862-4559,Active
AID-5824-13,Cork,915-801-4332,Active
AID-6025-23,Cork,972-662-3075,Active
AID-8739-04,Cork,236-902-9757,Active
AID-3524-05,Naas,850-714-7117,Active
AID-4905-96,Cork,887-281-7224,Active
AID-6467-20,Swords,847-504-3041,Active
AID-1488-39,Cork,261-955-9589,Active
AID-4759-80,Galway,255-135-1579,Active
AID-2932-43,Dublin,973-173-3204,Active
AID-9254-08,Dublin,907-999-1913,Active
AID-1105-50,Limerick,747-329-4383,Active
AID-0549-98,Galway,291-398-3509,Active
AID-9808-13,Cork,652-632-8911,Active
AID-1481-04,Cork,109-510-3755,Active
AID-7782-04,Galway,957-231-5535,Active
AID-8329-51,Galway,845-484-0786,Active
AID-0399-66,Shannon,786-576-7126,Active
AID-5358-79,Galway,419-244-1169,Active
AID-0094-07,Cork,279-724-5703,Active
AID-5263-92,Cork,398-524-7109,Active
AID-1083-87,Dublin,793-733-3609,Active
AID-1583-98,Swords,346-640-2716,Active
AID-9385-08,Dublin,776-761-3905,Active
AID-3842-01,Cork,608-110-6603,Active
AID-7986-92,Cork,776-730-6945,Active
AID-0941-16,Naas,798-278-7179,Active
AID-2721-04,Cork,251-404-6775,Active
AID-9272-79,Cork,118-695-3424,Active
AID-7891-50,Galway,832-225-0679,Active
AID-3915-90,Cork,735-545-9609,Active
AID-5151-82,Dublin,524-305-8012,Active
AID-5891-36,Cork,741-741-8981,Active
AID-2526-75,Cork,462-680-8724,Active
AID-2113-92,Cork,769-209-5318,Active
AID-4257-26,Cork,237-958-3900,Active
AID-0153-87,Cork,892-556-1713,Active
AID-0277-47,Cork,421-862-9791,Active
AID-6604-88,Dublin,913-117-0190,Active
AID-9664-96,Galway,330-261-8262,Active
AID-4413-48,Dublin,908-366-5655,Active
AID-7477-84,Galway,404-627-2532,Active
AID-3128-60,Dublin,257-677-1346,Active
AID-2464-49,Swords,586-717-3996,Active
AID-8444-32,Cork,321-470-1615,Active
AID-8652-16,Cork,487-846-1214,Active
AID-4778-27,Cork,554-819-7485,Active
AID-5285-57,Cork,730-737-9582,Active
AID-4805-67,Cork,394-870-2546,Active
AID-9422-96,Cork,142-604-3688,Active
AID-8110-42,Cork,940-667-1961,Active
AID-7682-62,Dublin,141-551-5130,Active
AID-4981-39,Dublin,418-548-0582,Active
AID-6669-81,Galway,839-692-5616,Active
AID-5553-70,Cork,865-521-3607,Active
AID-2883-97,Cork,763-334-9442,Active
AID-1251-17,Cork,369-367-0304,Active
AID-4898-34,Cork,928-377-6375,Active
AID-5725-35,Galway,592-675-3561,Active
AID-8806-45,Cork,666-534-1972,Active
AID-2718-85,Galway,901-648-2910,Active
AID-0583-79,Dublin,586-854-5414,Active
AID-4572-70,Cork,257-623-2290,Active
AID-1355-04,Galway,812-433-6910,Active
AID-4255-06,Cork,247-928-8262,Active
AID-1847-44,Galway,848-938-9519,Active
AID-8213-61,Galway,203-556-8079,Active
AID-6827-73,Cork,595-991-8412,Active
AID-4012-79,Cork,187-981-7379,Active
AID-2070-98,Cork,120-979-9548,Active
AID-0309-56,Cork,399-671-3345,Active
AID-6395-16,Galway,329-359-3811,Active
AID-6953-26,Swords,347-669-8798,Active
AID-8695-21,Dublin,335-391-2438,Active
AID-7151-18,Cork,121-190-9924,Active
AID-5249-91,Dublin,375-869-0937,Active
AID-5279-57,Galway,962-970-0309,Active
AID-3874-18,Galway,333-836-8905,Active
AID-1281-23,Cork,568-847-6155,Active
AID-1651-53,Galway,798-778-2639,Active
AID-9368-60,Cork,876-541-9784,Active
AID-7938-43,Cork,379-221-0243,Active
AID-1944-32,Cork,646-466-7789,Active
AID-6709-59,Dublin,731-855-5412,Active
AID-8261-71,Cork,283-463-9272,Active
AID-9857-87,Cork,385-918-5172,Active
AID-5199-10,Dublin,561-417-1932,Active
AID-5488-27,Galway,809-229-3417,Active
AID-2747-79,Cork,994-683-3450,Active
AID-8059-52,Cork,567-698-7293,Active
AID-6286-89,Galway,508-174-4666,Active
AID-9868-47,Galway,713-363-0625,Active
AID-9538-75,Cork,554-579-9223,Active
AID-7381-20,Dublin,414-285-3412,Active
AID-8382-97,Cork,137-797-9567,Active
AID-8494-80,Swords,917-638-8174,Active
AID-8518-34,Galway,557-377-0303,Active
AID-0286-29,Cork,312-981-5370,Active
AID-1185-92,Galway,419-358-7577,Active
AID-6818-15,Cork,768-201-8437,Active
AID-1828-34,Swords,136-865-3653,Active
AID-7809-46,Galway,619-823-0758,Active
AID-7808-81,Swords,250-990-9414,Inactive
AID-9987-07,Cork,742-731-1171,Inactive
AID-2767-99,Cork,891-144-4083,Inactive
AID-4053-76,Cork,390-714-8623,Inactive
AID-7610-09,Naas,222-482-8149,Inactive
AID-0993-64,Swords,193-930-9879,Inactive
AID-6053-48,Galway,602-211-6674,Inactive
AID-6787-30,Galway,145-340-5363,Inactive
AID-9351-92,Galway,748-478-8189,Inactive
AID-9848-10,Galway,688-293-7638,Inactive
AID-5725-43,Cork,171-783-0557,Inactive
AID-7836-49,Swords,547-164-0465,Inactive
AID-5986-88,Lismore,102-546-6220,Inactive
AID-2359-83,Galway,389-673-8275,Inactive
AID-5086-80,Limerick,505-217-4834,Inactive
AID-7147-06,Cork,843-889-2933,Inactive
AID-2445-63,Cork,395-466-7991,Inactive
AID-3433-54,Naas,205-976-3086,Inactive
AID-1866-38,Galway,937-598-6808,Inactive
AID-5235-74,Naas,480-671-8440,Inactive
AID-2749-81,Cork,963-372-1051,Inactive
AID-3907-15,Dublin,783-135-8097,Inactive
AID-7315-69,Swords,740-584-1065,Inactive
AID-2177-37,Cork,997-401-5716,Inactive
AID-8120-55,Galway,925-578-0462,Inactive
AID-4126-38,Galway,549-465-0837,Inactive
AID-5104-55,Cork,185-169-8350,Inactive
AID-1616-78,Galway,830-558-2891,Inactive
AID-1153-90,Galway,642-739-6049,Inactive
AID-3423-10,Cork,817-474-5511,Inactive
AID-3729-02,Galway,838-664-0920,Inactive
AID-4667-82,Cork,531-796-3317,Inactive
AID-4597-34,Dublin,925-856-2222,Inactive
AID-1086-33,Galway,582-905-9490,Inactive
AID-3706-96,Cork,356-569-1725,Inactive
AID-9517-22,Galway,446-803-9364,Inactive
AID-0892-99,Cork,151-797-2731,Inactive
AID-5272-60,Cork,788-857-6955,Inactive
AID-5085-14,Galway,415-582-7961,Inactive
AID-5761-37,Galway,892-958-8877,Inactive
AID-6274-88,Cork,225-205-8146,Inactive
AID-2928-95,Swords,716-161-5437,Inactive
AID-5053-36,Galway,646-604-4486,Inactive
AID-7455-84,Dublin,333-771-8311,Inactive
AID-6697-83,Cork,655-678-6272,Inactive
AID-3963-69,Galway,381-963-2845,Inactive
AID-0330-09,Galway,945-591-3668,Inactive
AID-3934-59,Dublin,482-856-8149,Inactive
AID-6314-25,Cork,328-255-8896,Inactive
AID-1572-39,Cork,652-325-6033,Inactive
AID-9263-32,Cork,100-482-9263,Inactive
AID-1789-51,Swords,880-308-7803,Inactive
AID-8974-11,Galway,458-585-7017,Inactive
AID-3515-79,Cork,902-755-7396,Inactive
AID-4905-90,Dublin,408-958-0392,Inactive
AID-9307-22,Dublin,498-993-3943,Inactive
AID-8226-91,Limerick,925-505-2222,Inactive
AID-4624-72,Galway,822-195-7924,Inactive
AID-9051-85,Galway,913-599-4954,Inactive
AID-8762-63,Swords,574-515-1393,Inactive
AID-1169-85,Cork,764-913-5933,Inactive
AID-2806-62,Cork,902-580-5475,Inactive
AID-2445-85,Dublin,433-878-0291,Inactive
AID-2280-63,Cork,510-179-5893,Inactive
AID-9389-19,Dublin,940-928-8275,Inactive
AID-8451-36,Shannon,910-900-0259,Inactive
AID-4403-59,Galway,793-485-9968,Inactive
AID-7146-94,Cork,462-118-9664,Inactive
AID-7785-62,Cork,331-219-7067,Inactive
AID-5685-22,Swords,652-794-0149,Inactive
AID-5264-10,Dublin,113-230-1940,Inactive
AID-5404-39,Cork,952-724-0826,Inactive
AID-0856-03,Cork,912-552-9077,Inactive
AID-8623-85,Dublin,255-720-2069,Inactive
AID-3546-38,Galway,570-378-2603,Inactive
AID-9266-42,Galway,537-380-3957,Inactive
AID-1297-09,Cork,540-385-1392,Inactive
AID-0771-51,Galway,260-174-2959,Inactive
AID-5776-47,Cork,272-435-3813,Inactive
AID-3356-59,Cork,338-110-2435,Inactive
AID-0850-61,Dublin,342-982-1508,Inactive
AID-4388-24,Swords,755-380-6702,Inactive
AID-4965-48,Galway,895-305-1929,Inactive
AID-5769-75,Galway,981-405-9713,Inactive
AID-3580-03,Cork,897-893-3101,Inactive
AID-1450-39,Cork,506-271-2238,Inactive
AID-7306-15,Galway,123-928-4786,Inactive
AID-6031-52,Galway,792-291-0145,Inactive
AID-6236-33,Galway,973-548-8353,Inactive
AID-4299-95,Cork,157-345-4184,Inactive
AID-6584-50,Dublin,312-938-5185,Inactive
AID-7363-72,Cork,721-428-8985,Inactive
AID-2055-78,Cork,599-162-0641,Inactive
AID-2815-50,Naas,968-532-3108,Inactive
AID-8870-65,Cork,585-821-8177,Inactive
AID-4880-04,Dublin,141-738-8777,Inactive
AID-5660-25,Cork,894-131-3667,Inactive
AID-1630-79,Cork,914-211-7903,Inactive
AID-1403-40,Cork,494-759-1553,Inactive
AID-5162-23,Cork,512-680-9067,Inactive
AID-5567-92,Dublin,982-545-3158,Inactive
AID-6504-52,Cork,973-919-3253,Inactive
AID-0754-33,Dublin,246-219-2170,Inactive
AID-0338-19,Cork,366-257-0452,Inactive
AID-1174-66,Cork,689-420-5607,Inactive
AID-2058-42,Galway,509-797-0234,Inactive
AID-0587-24,Cork,870-835-7663,Inactive
AID-0979-13,Galway,244-655-9101,Inactive
AID-5707-47,Galway,760-197-0321,Inactive
AID-7113-24,Cork,643-197-1349,Inactive
AID-4380-00,Cork,473-576-4449,Inactive
AID-3584-92,Galway,111-415-8437,Inactive
AID-6711-72,Cork,848-991-3534,Inactive
AID-9906-06,Swords,642-615-9177,Inactive
AID-2988-48,Cork,509-540-3118,Inactive
AID-6318-71,Galway,771-960-2898,Inactive
AID-7674-53,Dublin,976-433-9396,Inactive
AID-6643-25,Galway,716-151-6947,Inactive
AID-3655-43,Cork,706-880-8982,Inactive
AID-8699-01,Cork,356-618-4272,Inactive
AID-2268-07,Cork,675-102-2648,Inactive
AID-7547-75,Galway,176-266-4017,Inactive
AID-0223-61,Dublin,571-292-0933,Inactive
AID-3231-38,Galway,945-853-4528,Inactive
AID-0157-97,Dublin,815-129-8930,Inactive
AID-3602-90,Swords,198-978-7627,Inactive
AID-0384-13,Cork,960-682-6618,Inactive
AID-5498-80,Galway,271-701-1207,Inactive
AID-3633-32,Cork,330-654-8753,Inactive
AID-9055-09,Cork,919-519-6158,Inactive
AID-7100-11,Cork,278-671-3669,Inactive
AID-6671-84,Cork,486-449-0286,Inactive
AID-1842-48,Galway,206-705-7729,Inactive
AID-4011-49,Cork,737-491-8210,Inactive
AID-9142-95,Naas,233-289-0007,Inactive
AID-8960-89,Galway,878-347-4975,Inactive
AID-0000-52,Galway,734-587-5530,Inactive
AID-2706-72,Galway,233-964-4350,Inactive
AID-8361-84,Cork,202-801-3514,Inactive
AID-2315-53,Galway,879-454-6902,Inactive
AID-5623-58,Galway,330-258-5131,Inactive
AID-1995-22,Cork,780-527-7864,Inactive
AID-4738-41,Galway,815-936-5982,Inactive
AID-0366-53,Galway,926-801-0085,Inactive
AID-7971-59,Cork,507-575-7371,Inactive
AID-8859-97,Cork,523-357-5390,Inactive
AID-5637-77,Cork,381-520-5474,Inactive
AID-9221-07,Cork,134-504-7168,Inactive
AID-2347-44,Dublin,160-678-0521,Inactive
AID-7150-38,Dublin,144-823-1870,Inactive
AID-9753-30,Galway,514-369-5403,Inactive
AID-8739-62,Cork,896-538-1174,Inactive
AID-1447-06,Dublin,272-803-8894,Inactive
AID-7570-49,Galway,420-690-6438,Inactive
AID-6999-25,Cork,915-119-0119,Inactive
AID-4516-72,Cork,172-658-6832,Inactive
AID-4995-44,Cork,242-469-9598,Inactive
AID-3670-79,Dublin,208-744-2519,Inactive
AID-7723-33,Cork,250-584-6245,Inactive
AID-6913-92,Galway,584-619-5378,Inactive
AID-1317-50,Galway,849-887-6737,Inactive
AID-2190-32,Naas,356-330-0962,Inactive
AID-9150-36,Dublin,596-552-4750,Inactive
AID-6315-04,Cork,645-805-6913,Inactive
AID-3236-97,Dublin,372-211-2758,Inactive
AID-2322-07,Galway,972-809-9902,Inactive
AID-7106-34,Galway,502-257-4383,Inactive
AID-1273-72,Naas,476-747-4794,Inactive
AID-5354-29,Galway,389-368-7696,Inactive
AID-8849-96,Cork,788-784-8240,Inactive
AID-6468-31,Cork,381-818-1521,Inactive
AID-5409-06,Galway,761-346-8623,Inactive
AID-4239-66,Galway,889-678-9899,Inactive
AID-4967-62,Cork,450-278-0719,Inactive
AID-3650-47,Cork,630-621-8146,Inactive
AID-8992-58,Galway,501-800-3769,Inactive
AID-0729-04,Cork,738-460-1431,Inactive
AID-7892-53,Cork,375-796-4698,Inactive
AID-3275-17,Galway,796-616-1679,Inactive
AID-2568-06,Carlow,774-834-8234,Inactive
AID-4143-58,Naas,139-600-5516,Inactive
AID-3441-02,Galway,696-251-1151,Inactive
AID-0535-43,Galway,140-565-7230,Inactive
AID-7386-18,Galway,961-865-7765,Inactive
AID-1148-55,Cork,683-582-1602,Inactive
AID-1660-71,Galway,513-424-4196,Inactive
AID-9631-03,Galway,741-534-0564,Inactive
AID-8639-53,Dublin,836-575-7127,Inactive
AID-2117-55,Cork,520-492-8605,Inactive
AID-9782-50,Galway,386-213-5616,Inactive
AID-3458-72,Cork,674-153-7398,Inactive
AID-7677-28,Cork,595-566-5936,Inactive
AID-8676-15,Galway,269-653-7525,Inactive
AID-0608-80,Cork,729-199-2555,Inactive
AID-6019-15,Cork,495-609-5214,Inactive
AID-5089-86,Cork,345-622-7514,Inactive
AID-1239-03,Cork,740-920-6740,Inactive
AID-4139-29,Galway,645-582-4696,Inactive
AID-0537-32,Cork,633-910-7412,Inactive
AID-6580-08,Cork,134-539-9371,Inactive
AID-2242-52,Cork,723-799-7935,Inactive
AID-4121-82,Dublin,954-508-3351,Inactive
AID-1698-69,Dublin,689-275-1709,Inactive
AID-2113-93,Cork,994-953-1373,Inactive
AID-1234-64,Galway,774-568-5542,Inactive
AID-6871-13,Cork,616-197-4780,Inactive
AID-1757-31,Cork,874-220-7322,Inactive
AID-8690-16,Dublin,291-973-4752,Inactive
AID-9703-33,Dublin,362-272-1842,Inactive
AID-3221-47,Dublin,638-705-0276,Inactive
AID-1357-18,Galway,935-132-2970,Inactive
AID-0926-95,Dublin,172-920-1520,Inactive
AID-4322-20,Cork,158-831-9587,Inactive
AID-1426-69,Cork,636-505-0660,Inactive
AID-3424-08,Galway,778-628-7898,Inactive
AID-7311-14,Cork,524-673-8008,Inactive
AID-7338-71,Swords,828-819-9591,Inactive
AID-4793-43,Dublin,705-400-8392,Inactive
AID-6037-79,Cork,202-911-0906,Inactive
AID-8820-24,Cork,324-300-0935,Inactive
AID-7885-44,Galway,772-673-9312,Inactive
AID-9876-65,Galway,952-551-0871,Inactive
AID-8236-92,Cork,855-818-1051,Inactive
AID-2511-88,Galway,885-346-2715,Inactive
AID-3402-16,Cork,168-619-3291,Inactive
AID-7102-25,Dublin,632-759-2751,Inactive
AID-6907-49,Swords,863-109-0224,Inactive
AID-7154-19,Limerick,464-489-7618,Inactive
AID-0669-93,Cork,194-357-2694,Inactive
AID-0780-13,Cork,911-700-6911,Inactive
AID-5638-56,Cork,964-920-2309,Inactive
AID-9889-47,Naas,348-808-6100,Inactive
AID-2558-93,Cork,406-478-1301,Inactive
AID-7617-43,Cork,879-163-4701,Inactive
AID-0134-69,Dublin,190-545-7128,Inactive
AID-5573-72,Cork,101-810-8390,Inactive
AID-2245-45,Cork,437-612-2466,Inactive
AID-1929-86,Dublin,620-438-6385,Inactive
AID-1155-94,Cork,668-784-1050,Inactive
AID-0810-39,Galway,818-435-3324,Inactive
AID-6655-68,Galway,661-505-9715,Inactive
AID-1775-23,Dublin,572-835-4911,Inactive
AID-7050-56,Cork,322-210-5757,Inactive
AID-0357-13,Swords,651-914-1584,Inactive
AID-7388-43,Cork,256-145-7715,Inactive
AID-5750-98,Shannon,241-243-1881,Inactive
AID-0212-38,Cork,634-759-1540,Inactive
AID-7493-44,Galway,290-331-0803,Inactive
