Lead_ID,First_name,Last_name,Full_name,Gender,Date_of_Birth,Product_name,Product_ID,Account_Created_Date,Product_Category,faltu
LI-9850,Janenna,Anglish,Janenna Anglish,F,2012-05-20,"""Ultron""",RP-9430-mh,2019-09-24,"""Kitchen""",0 days 00:00:08.479452054
LI-0286,Nehemiah,Hawney,Nehemiah Hawney,M,2012-08-10,"""Ultron""",RP-3089-ku,2019-12-28,"""Kitchen""",0 days 00:00:08.254794520
LI-2605,Russ,Simonassi,Russ Simonassi,M,2012-08-25,"""Ultron""",RP-6323-te,2019-09-19,"""Art and Craft""",0 days 00:00:08.213698630
LI-1502,Theresina,Hawley,Theresina Hawley,F,2012-11-03,"""Ultron""",RP-8909-zy,2020-09-05,"""Kitchen""",0 days 00:00:08.021917808
LI-4757,Budd,Rosso,Budd Rosso,M,2013-01-06,"""Ultron""",BM-5186-uq,2019-10-20,"""Art and Craft""",0 days 00:00:07.846575342
LI-9252,Floris,Withringten,Floris Withringten,F,2013-02-12,"""Ultron""",RP-9066-bo,2020-03-09,"""Science and Technology""",0 days 00:00:07.745205479
LI-2776,Claresta,Mollen,Claresta Mollen,F,2013-03-19,"""Ultron""",JS-8106-kz,2020-01-21,"""Art and Craft""",0 days 00:00:07.649315068
LI-0465,Chiquia,O' Clovan,Chiquia O' Clovan,F,2013-05-03,"""Ultron""",RP-6396-ap,2020-06-22,"""Kitchen""",0 days 00:00:07.526027397
LI-0129,Dame,Witterick,Dame Witterick,M,2013-07-20,"""Ultron""",RP-2233-pk,2020-07-15,"""Kitchen""",0 days 00:00:07.312328767
LI-5223,Nanci,Edwardson,Nanci Edwardson,F,2013-08-18,"""Ultron""",RP-0915-of,2019-01-10,"""Art and Craft""",0 days 00:00:07.232876712
LI-1361,Miriam,Cross,Miriam Cross,F,2013-09-23,"""Ultron""",RP-1649-zb,2020-04-26,"""Science and Technology""",0 days 00:00:07.134246575
LI-3336,Gardiner,Vial,Gardiner Vial,M,2013-09-28,"""Ultron""",RP-7662-pk,2019-11-21,"""Kitchen""",0 days 00:00:07.120547945
LI-5452,Aubine,Gregs,Aubine Gregs,F,2014-01-13,"""Ultron""",RP-2149-lk,2020-06-15,"""Science and Technology""",0 days 00:00:06.827397260
LI-2422,Laverne,McGrah,Laverne McGrah,F,2014-02-05,"""Ultron""",RP-4212-xl,2019-12-29,"""Kitchen""",0 days 00:00:06.764383561
LI-2388,Rowena,McGrayle,Rowena McGrayle,F,2014-02-27,"""Ultron""",RP-7556-yv,2020-10-06,"""Kitchen""",0 days 00:00:06.704109589
LI-3353,Vlad,Jeanes,Vlad Jeanes,M,2014-03-25,"""Ultron""",RP-2652-uj,2020-01-13,"""Science and Technology""",0 days 00:00:06.632876712
LI-7282,Ryann,Alflatt,Ryann Alflatt,F,2014-04-05,"""Ultron""",RP-4143-yf,2020-04-10,"""Kitchen""",0 days 00:00:06.602739726
LI-3585,Odie,Gerault,Odie Gerault,M,2014-06-15,"""Ultron""",HC-0613-fy,2019-12-28,"""Science and Technology""",0 days 00:00:06.408219178
LI-8830,Deane,Camber,Deane Camber,F,2014-07-06,"""Ultron""",HC-9148-iu,2019-09-28,"""Kitchen""",0 days 00:00:06.350684931
LI-9693,Sigismondo,Kryska,Sigismondo Kryska,M,2014-08-15,"""Ultron""",RP-0127-lr,2020-07-29,"""Science and Technology""",0 days 00:00:06.241095890
LI-0622,Randy,Sweetzer,Randy Sweetzer,M,2014-10-24,"""Ultron""",RP-6949-dw,2019-06-10,"""Science and Technology""",0 days 00:00:06.049315068
LI-2493,Caz,Eagling,Caz Eagling,M,2014-11-12,"""Ultron""",BM-6978-ao,2020-07-14,"""Kitchen""",0 days 00:00:05.997260273
LI-2037,Giordano,Gascar,Giordano Gascar,M,2014-11-14,"""Ultron""",RP-6665-rw,2020-03-06,"""Kitchen""",0 days 00:00:05.991780821
LI-4348,Erl,Gleed,Erl Gleed,M,2014-11-22,"""Ultron""",RP-5208-fa,2020-09-10,"""Kitchen""",0 days 00:00:05.969863013
LI-7780,Morten,Spalls,Morten Spalls,M,2015-01-22,"""Ultron""",BM-1982-sr,2020-08-30,"""Art and Craft""",0 days 00:00:05.802739726
LI-7904,Alasteir,Causton,Alasteir Causton,M,2015-04-20,"""Ultron""",BM-5574-mw,2020-01-17,"""Science and Technology""",0 days 00:00:05.561643835
LI-6047,Barbee,Foystone,Barbee Foystone,F,2015-08-31,"""Ultron""",RP-6920-lf,2020-07-10,"""Kitchen""",0 days 00:00:05.197260273
LI-6974,Adolph,Chetwynd,Adolph Chetwynd,M,2015-09-09,"""Ultron""",HC-7656-za,2020-02-15,"""Art and Craft""",0 days 00:00:05.172602739
LI-6051,Griffie,Gowman,Griffie Gowman,M,2015-09-12,"""Ultron""",RP-1299-ct,2019-04-11,"""Kitchen""",0 days 00:00:05.164383561
LI-1446,Olenka,Augie,Olenka Augie,F,2015-09-18,"""Ultron""",RP-8660-gx,2020-05-06,"""Kitchen""",0 days 00:00:05.147945205
LI-2860,Arturo,Bummfrey,Arturo Bummfrey,M,2015-10-04,"""Ultron""",RP-4150-en,2020-08-29,"""Science and Technology""",0 days 00:00:05.104109589
LI-5640,Cello,Mulheron,Cello Mulheron,M,2015-12-09,"""Ultron""",JS-6013-vq,2020-07-17,"""Science and Technology""",0 days 00:00:04.923287671
LI-6843,Ethe,Eliyahu,Ethe Eliyahu,M,2016-01-13,"""Ultron""",JS-8867-ib,2020-08-08,"""Kitchen""",0 days 00:00:04.827397260
LI-4536,Garrek,Ortas,Garrek Ortas,M,2016-04-08,"""Ultron""",JS-2085-oz,2020-02-27,"""Kitchen""",0 days 00:00:04.591780821
LI-8681,Mitzi,Raymont,Mitzi Raymont,F,2016-05-02,"""Ultron""",RP-7907-cm,2019-05-11,"""Kitchen""",0 days 00:00:04.526027397
LI-8860,Mitchel,Mulhall,Mitchel Mulhall,M,2016-05-17,"""Ultron""",BM-8640-pc,2020-07-13,"""Kitchen""",0 days 00:00:04.484931506
LI-3872,Bryan,Crockford,Bryan Crockford,M,2016-09-30,"""Ultron""",RP-7612-rk,2020-05-18,"""Kitchen""",0 days 00:00:04.112328767
LI-8651,Sue,Garraway,Sue Garraway,F,2016-11-18,"""Ultron""",JS-5156-vy,2020-07-23,"""Science and Technology""",0 days 00:00:03.978082191
LI-2862,Minna,Stafford,Minna Stafford,F,2017-01-10,"""Ultron""",JS-0394-mr,2019-12-24,"""Science and Technology""",0 days 00:00:03.832876712
LI-1362,Gun,Harbord,Gun Harbord,M,2017-02-05,"""Ultron""",BM-9780-gz,2020-03-06,"""Science and Technology""",0 days 00:00:03.761643835
LI-3243,Kerstin,Gendricke,Kerstin Gendricke,F,2017-04-28,"""Ultron""",BM-8532-re,2020-10-03,"""Kitchen""",0 days 00:00:03.536986301
LI-6621,Lacie,Stigger,Lacie Stigger,F,2017-06-11,"""Ultron""",RP-8760-su,2020-05-30,"""Art and Craft""",0 days 00:00:03.416438356
LI-0491,Bert,Rizzello,Bert Rizzello,M,2017-10-07,"""Ultron""",RP-9003-ju,2020-04-29,"""Art and Craft""",0 days 00:00:03.093150684
LI-8477,Eugen,Thaine,Eugen Thaine,M,2018-02-01,"""Ultron""",HC-3574-fs,2020-05-15,"""Kitchen""",0 days 00:00:02.772602739
LI-8587,Vallie,Samarth,Vallie Samarth,F,2018-03-06,"""Ultron""",HC-8913-as,2020-02-25,"""Kitchen""",0 days 00:00:02.682191780
LI-2149,Alonso,Callcott,Alonso Callcott,M,2018-03-21,"""Ultron""",RP-7352-dr,2019-11-28,"""Art and Craft""",0 days 00:00:02.641095890
LI-7018,Davina,Fridaye,Davina Fridaye,F,2018-06-22,"""Ultron""",RP-3049-oj,2020-09-14,"""Science and Technology""",0 days 00:00:02.386301369
LI-9604,Adham,Tallant,Adham Tallant,M,2018-08-05,"""Ultron""",RP-3325-sm,2020-05-16,"""Kitchen""",0 days 00:00:02.265753424
LI-7430,Oralee,Norree,Oralee Norree,F,2018-08-10,"""Ultron""",BM-1667-te,2019-11-11,"""Kitchen""",0 days 00:00:02.252054794
LI-9662,Elisabeth,Brenton,Elisabeth Brenton,F,2018-08-26,"""Ultron""",RP-5037-lr,2019-09-26,"""Science and Technology""",0 days 00:00:02.208219178
LI-7205,Liuka,Lindblad,Liuka Lindblad,F,2018-10-23,"""Ultron""",RP-9392-ty,2020-11-04,"""Kitchen""",0 days 00:00:02.049315068
LI-6927,Winne,Tripon,Winne Tripon,F,2018-11-01,"""Ultron""",RP-9767-hm,2020-05-22,"""Kitchen""",0 days 00:00:02.024657534
LI-1225,Collin,Cotty,Collin Cotty,M,2019-01-21,"""Ultron""",RP-3226-ko,2020-09-24,"""Kitchen""",0 days 00:00:01.802739726
LI-4949,Michael,Brennenstuhl,Michael Brennenstuhl,M,2019-04-20,"""Ultron""",JS-2155-pf,2020-10-21,"""Kitchen""",0 days 00:00:01.558904109
LI-0830,Anneliese,Redmile,Anneliese Redmile,F,2019-05-06,"""Ultron""",HC-4148-um,2020-04-15,"""Art and Craft""",0 days 00:00:01.515068493
LI-1903,Pincas,Commusso,Pincas Commusso,M,2019-07-28,"""Ultron""",BM-5585-kv,2019-08-11,"""Kitchen""",0 days 00:00:01.287671232
LI-2727,Alley,Artz,Alley Artz,M,2019-08-04,"""Ultron""",JS-3058-qx,2020-04-23,"""Art and Craft""",0 days 00:00:01.268493150
LI-3843,Sibley,Surgison,Sibley Surgison,F,2019-10-17,"""Ultron""",RP-9382-vz,2020-11-08,"""Science and Technology""",0 days 00:00:01.065753424
LI-7062,Robby,Corker,Robby Corker,M,2019-12-11,"""Ultron""",HC-2431-qh,2020-01-27,"""Kitchen""",0 days 00:00:00.915068493
LI-5130,Zsa zsa,Biasotti,Zsa zsa Biasotti,F,2020-03-25,"""Ultron""",JS-8929-dq,2019-05-10,"""Science and Technology""",0 days 00:00:00.627397260
