Lead_ID,First_name,Last_name,Full_name,Gender,Date_of_Birth,Product_name,Product_ID,Account_Created_Date,Product_Category
LI-3829,Bernice,Bartleet,Bernice Bartleet,F,10-06-2008,"""Jarvis""",BM-9135-tv,28-07-2020,"""Science and Technology"""
LI-1490,Norby,Kryszka,Norby Kryszka,M,05-10-2013,"""Jarvis""",JS-9979-hf,15-07-2020,"""Science and Technology"""
LI-5592,Case,Meyer,Case Meyer,M,01-12-1990,"""Ultron""",BM-3108-tn,03-09-2020,"""Science and Technology"""
LI-4644,Katusha,Tribbeck,Katusha Tribbeck,F,05-09-2015,"""Jarvis""",HC-9949-cz,25-10-2019,"""Kitchen"""
LI-4352,Noam,Ilyinykh,Noam Ilyinykh,M,23-03-2003,"""Ultron""",RP-3317-co,29-07-2020,"""Kitchen"""
LI-2406,Marleen,Wanjek,Marleen Wanjek,F,07-11-2003,"""Ultron""",RP-5760-rj,11-06-2020,"""Art and Craft"""
LI-5868,Rollo,Gudyer,Rollo Gudyer,M,12-01-2009,"""Jarvis""",RP-0418-fm,17-09-2019,"""Kitchen"""
LI-8961,Romona,Perle,Romona Perle,F,02-01-2015,"""Jarvis""",RP-4776-ld,28-05-2020,"""Kitchen"""
LI-0353,Mel,Surr,Mel Surr,F,19-03-1992,"""Ultron""",RP-3474-lk,22-09-2020,"""Art and Craft"""
LI-7277,Rodrigo,Killough,Rodrigo Killough,M,20-04-2000,"""Jarvis""",JS-0905-vs,05-08-2020,"""Kitchen"""
LI-2712,Cris,Kightly,Cris Kightly,M,05-02-1991,"""Jarvis""",BM-1021-ql,10-06-2020,"""Kitchen"""
LI-2072,Darrell,Dripps,Darrell Dripps,M,16-02-2017,"""Jarvis""",RP-8858-ih,28-01-2020,"""Science and Technology"""
LI-1397,Ewan,Godwin,Ewan Godwin,M,21-11-1999,"""DIY Contrast""",HC-8610-qx,30-05-2020,"""Kitchen"""
LI-2802,Granthem,Sacks,Granthem Sacks,M,20-10-1990,"""Kits Focal""",RP-9634-xt,25-05-2020,"""Kitchen"""
LI-9505,Amii,Amys,Amii Amys,F,17-11-2004,"""Jarvis""",JS-1807-bi,04-04-2020,"""Art and Craft"""
LI-4677,Dean,Luxton,Dean Luxton,M,17-04-1999,"""DIY Contrast""",RP-9995-bv,12-10-2019,"""Art and Craft"""
LI-1274,Skippy,Bachmann,Skippy Bachmann,M,28-11-2004,"""Ultron""",BM-3231-vw,30-09-2019,"""Science and Technology"""
LI-1695,Sydney,Costanza,Sydney Costanza,M,28-11-1998,"""Ultron""",BM-8915-xg,24-03-2020,"""Science and Technology"""
LI-6657,Chris,Scad,Chris Scad,M,02-12-1991,"""Jarvis""",BM-4531-ev,24-11-2019,"""Kitchen"""
LI-7008,Frank,Brolan,Frank Brolan,M,06-01-2011,"""Jarvis""",JS-7559-ds,14-09-2020,"""Kitchen"""
LI-6729,Leo,Blick,Leo Blick,M,09-02-2010,"""Jarvis""",JS-5885-xc,29-02-2020,"""Kitchen"""
LI-0276,Danny,Preuvost,Danny Preuvost,F,07-09-1995,"""Jarvis""",JS-2626-ak,17-07-2020,"""Art and Craft"""
LI-5142,Kally,Archell,Kally Archell,F,08-05-2019,"""Kits Focal""",JS-5170-el,15-05-2020,"""Kitchen"""
LI-9712,Kylynn,Yve,Kylynn Yve,F,29-10-2001,"""Jarvis""",RP-1285-jd,14-08-2020,"""Science and Technology"""
LI-6713,Kerwinn,Smitheman,Kerwinn Smitheman,M,27-05-2014,"""Jarvis""",BM-3210-pe,22-04-2020,"""Kitchen"""
LI-1447,Ethel,O'Mullally,Ethel O'Mullally,F,03-03-2009,"""Skynet""",BM-5142-wu,29-02-2020,"""Kitchen"""
LI-9052,Weidar,Frays,Weidar Frays,M,28-08-1992,"""Ultron""",BM-5870-ok,02-08-2020,"""Kitchen"""
LI-3109,Mala,McKerron,Mala McKerron,F,25-05-2006,"""DIY Quest""",RP-5117-xk,06-10-2019,"""Kitchen"""
LI-9169,Abbie,Hatzar,Abbie Hatzar,F,28-03-2002,"""Jarvis""",RP-2669-yc,13-08-2020,"""Kitchen"""
LI-0945,Edlin,Hazelton,Edlin Hazelton,M,19-12-2006,"""Jarvis""",RP-7553-oe,14-10-2020,"""Kitchen"""
LI-7621,Mela,McParlin,Mela McParlin,F,01-09-2008,"""Skynet""",HC-9940-tx,20-02-2020,"""Kitchen"""
LI-4683,Bob,Curragh,Bob Curragh,M,10-01-2020,"""Kits Focal""",RP-6673-ag,27-04-2020,"""Science and Technology"""
LI-4102,Jerad,Mackro,Jerad Mackro,M,25-08-1997,"""Kits Fireside""",BM-2315-wu,24-05-2020,"""Kitchen"""
LI-4746,Alisa,Farmloe,Alisa Farmloe,F,21-02-1992,"""Jarvis""",RP-5427-fc,21-05-2020,"""Kitchen"""
LI-2200,Konstantine,Ead,Konstantine Ead,M,20-03-2008,"""Kits Focal""",RP-9719-le,09-12-2019,"""Kitchen"""
LI-0249,Siana,McParlin,Siana McParlin,F,04-08-2009,"""Jarvis""",RP-8742-hz,09-05-2020,"""Science and Technology"""
LI-3221,Violet,Wieprecht,Violet Wieprecht,F,30-07-2002,"""Jarvis""",RP-5021-br,21-07-2020,"""Kitchen"""
LI-3983,Chicky,Spadollini,Chicky Spadollini,F,05-10-2010,"""Jarvis""",RP-9435-hl,24-10-2019,"""Kitchen"""
LI-7168,Verine,Stansfield,Verine Stansfield,F,05-10-2007,"""Jarvis""",RP-1398-dx,17-06-2020,"""Kitchen"""
LI-6035,Isac,Raubenheimers,Isac Raubenheimers,M,12-06-2009,"""Kits Focal""",RP-2229-ak,12-10-2019,"""Kitchen"""
LI-9075,Adriano,Peto,Adriano Peto,M,27-06-2005,"""Skynet""",BM-3591-jv,17-12-2019,"""Science and Technology"""
LI-1529,Brier,Riggs,Brier Riggs,F,15-09-2014,"""DIY Contrast""",JS-4497-en,10-01-2020,"""Kitchen"""
LI-5681,Jaymee,Dilland,Jaymee Dilland,F,12-02-1993,"""Kits Fireside""",HC-0370-in,24-09-2019,"""Kitchen"""
LI-1143,Ulrica,Elie,Ulrica Elie,F,19-05-2011,"""Skynet""",BM-4120-pl,26-07-2020,"""Science and Technology"""
LI-7164,Mozes,Schiementz,Mozes Schiementz,M,03-06-2001,"""Kits Focal""",JS-1384-sl,09-12-2019,"""Kitchen"""
LI-8801,Nap,Goreisr,Nap Goreisr,M,27-02-2000,"""Skynet""",RP-9549-xk,16-11-2019,"""Kitchen"""
LI-7607,Zebadiah,Edmund,Zebadiah Edmund,M,31-08-2004,"""Jarvis""",RP-1742-gi,21-08-2020,"""Science and Technology"""
LI-5452,Aubine,Gregs,Aubine Gregs,F,13-01-2014,"""Ultron""",RP-2149-lk,15-06-2020,"""Science and Technology"""
LI-2308,Fred,Ross,Fred Ross,M,03-04-2005,"""Kits Focal""",HC-8923-eu,07-08-2020,"""Kitchen"""
LI-9738,Eldredge,Westwater,Eldredge Westwater,M,09-03-1997,"""Skynet""",RP-4646-dk,25-10-2019,"""Art and Craft"""
LI-2460,Barbabas,Noulton,Barbabas Noulton,M,06-03-2009,"""Jarvis""",RP-3474-wu,09-07-2020,"""Science and Technology"""
LI-3295,Elvyn,Minney,Elvyn Minney,M,01-06-2019,"""DIY Contrast""",HC-3879-lm,23-05-2020,"""Kitchen"""
LI-3285,Gearard,McGoogan,Gearard McGoogan,M,08-10-1990,"""Ultron""",RP-4367-ky,24-10-2020,"""Kitchen"""
LI-5080,Eleonore,Frugier,Eleonore Frugier,F,07-03-1996,"""Ultron""",RP-0178-js,08-05-2020,"""Kitchen"""
LI-1483,Daria,Bartholomieu,Daria Bartholomieu,F,14-08-1997,"""DIY Quest""",BM-1153-di,04-08-2020,"""Kitchen"""
LI-5094,Mano,Rendle,Mano Rendle,M,18-06-2007,"""Ultron""",JS-1503-ij,23-05-2020,"""Art and Craft"""
LI-8551,Ber,Trevena,Ber Trevena,M,11-01-2016,"""Skynet""",BM-4579-uj,26-09-2019,"""Kitchen"""
LI-8017,Mortimer,Tappington,Mortimer Tappington,M,26-09-1991,"""Jarvis""",BM-0932-vz,10-09-2020,"""Art and Craft"""
LI-9224,Esdras,Aysh,Esdras Aysh,M,17-02-2018,"""Jarvis""",HC-9961-ek,27-12-2019,"""Art and Craft"""
LI-3397,Lauren,MacKellen,Lauren MacKellen,M,20-01-2009,"""Ultron""",HC-5636-ci,30-11-2019,"""Kitchen"""
LI-4268,Abel,Hemshall,Abel Hemshall,M,20-05-2005,"""Ultron""",BM-2970-qc,09-05-2020,"""Art and Craft"""
LI-1060,Filberto,Bonsul,Filberto Bonsul,M,09-11-2015,"""Skynet""",RP-5030-qg,19-07-2020,"""Science and Technology"""
LI-1239,Orly,Dreher,Orly Dreher,F,11-04-1998,"""Jarvis""",RP-2072-wb,26-02-2020,"""Kitchen"""
LI-9033,Jacquette,Broadbere,Jacquette Broadbere,F,14-10-1995,"""Ultron""",HC-0141-qr,26-01-2020,"""Art and Craft"""
LI-7320,Jdavie,Adnet,Jdavie Adnet,M,02-05-2020,"""Jarvis""",HC-4374-zk,02-02-2020,"""Science and Technology"""
LI-6090,Fleming,McGuffog,Fleming McGuffog,M,31-08-2006,"""Jarvis""",RP-7383-dl,25-04-2020,"""Kitchen"""
LI-7943,Fey,de Banke,Fey de Banke,F,12-05-2007,"""Jarvis""",BM-5029-de,24-01-2020,"""Science and Technology"""
LI-1406,Abner,Caesmans,Abner Caesmans,M,25-09-2008,"""Skynet""",RP-6500-kl,08-09-2020,"""Science and Technology"""
LI-0535,Obadias,Newis,Obadias Newis,M,30-09-2017,"""Skynet""",RP-9498-dh,04-10-2019,"""Science and Technology"""
LI-6624,Siusan,Glasner,Siusan Glasner,F,18-03-2015,"""Jarvis""",HC-6126-mi,03-07-2020,"""Kitchen"""
LI-9145,Carolynn,Weson,Carolynn Weson,F,12-07-2019,"""Jarvis""",RP-9529-ux,31-05-2020,"""Kitchen"""
LI-5028,Rafi,Royce,Rafi Royce,M,31-01-1995,"""Jarvis""",RP-3697-yu,06-12-2019,"""Science and Technology"""
LI-0292,Shelley,Bolzen,Shelley Bolzen,M,30-07-2009,"""Skynet""",BM-0994-og,29-09-2020,"""Kitchen"""
LI-2937,Maegan,Tallet,Maegan Tallet,F,28-07-1993,"""Jarvis""",BM-1863-ij,07-08-2020,"""Art and Craft"""
LI-9689,Keane,Heathfield,Keane Heathfield,M,07-02-2001,"""DIY Contrast""",BM-5072-oy,11-06-2020,"""Kitchen"""
LI-0541,Paulina,Reynoldson,Paulina Reynoldson,F,08-10-2010,"""Jarvis""",RP-0404-im,20-04-2020,"""Art and Craft"""
LI-1397,Emalia,Dimitrescu,Emalia Dimitrescu,F,16-12-1992,"""Skynet""",RP-0638-em,24-04-2020,"""Kitchen"""
LI-2731,Klaus,Woodcraft,Klaus Woodcraft,M,19-07-2019,"""Jarvis""",JS-3318-lg,28-03-2020,"""Art and Craft"""
LI-8476,Donaugh,Peet,Donaugh Peet,M,20-01-1992,"""Jarvis""",BM-0542-es,11-04-2020,"""Kitchen"""
LI-5113,Franchot,MacNeish,Franchot MacNeish,M,20-02-2013,"""Jarvis""",JS-1524-ej,09-09-2020,"""Science and Technology"""
LI-1688,Roddy,Cade,Roddy Cade,M,30-04-2001,"""Jarvis""",RP-7029-op,16-07-2020,"""Kitchen"""
LI-4595,Sid,Cutmore,Sid Cutmore,M,06-07-2017,"""Jarvis""",RP-8495-xg,03-07-2020,"""Kitchen"""
LI-7423,Philip,De La Haye,Philip De La Haye,M,23-08-1992,"""Jarvis""",BM-4527-fr,29-11-2019,"""Kitchen"""
LI-0609,Shelbi,Franken,Shelbi Franken,F,31-10-2008,"""Ultron""",JS-4918-tl,26-02-2020,"""Kitchen"""
LI-0491,Bert,Rizzello,Bert Rizzello,M,10-07-2017,"""Ultron""",RP-9003-ju,29-04-2020,"""Art and Craft"""
LI-3266,Arleen,Hawse,Arleen Hawse,F,12-06-2010,"""Skynet""",RP-8446-bd,27-04-2020,"""Science and Technology"""
LI-7414,Nichols,Kristufek,Nichols Kristufek,M,15-06-1992,"""Ultron""",BM-5126-me,29-09-2020,"""Kitchen"""
LI-8141,Deidre,Parnby,Deidre Parnby,F,20-10-2009,"""Skynet""",JS-7066-tw,06-07-2020,"""Art and Craft"""
LI-3904,Curtis,Kippax,Curtis Kippax,M,19-01-2010,"""Jarvis""",BM-6523-kw,20-01-2020,"""Science and Technology"""
LI-2332,Worden,Ciobotaru,Worden Ciobotaru,M,09-10-2007,"""Jarvis""",RP-3567-vr,19-12-2019,"""Kitchen"""
LI-6455,Mandi,Gibbings,Mandi Gibbings,F,24-07-1997,"""Jarvis""",HC-9238-ox,26-09-2019,"""Art and Craft"""
LI-5995,Ethelbert,Jenno,Ethelbert Jenno,M,30-11-2003,"""Ultron""",JS-2206-on,23-05-2020,"""Kitchen"""
LI-9754,Miranda,Wingeat,Miranda Wingeat,F,07-02-1996,"""DIY Contrast""",RP-8426-me,16-04-2020,"""Kitchen"""
LI-0286,Nehemiah,Hawney,Nehemiah Hawney,M,08-10-2012,"""Ultron""",RP-3089-ku,28-12-2019,"""Kitchen"""
LI-1903,Ward,Tomenson,Ward Tomenson,M,21-08-2018,"""Jarvis""",HC-0182-qk,24-07-2020,"""Science and Technology"""
LI-6072,Torre,Wind,Torre Wind,M,12-01-1998,"""Kits Fireside""",BM-0736-fk,29-03-2020,"""Kitchen"""
LI-2261,Sallie,Cardo,Sallie Cardo,F,15-02-2014,"""Kits Focal""",RP-9003-we,05-03-2020,"""Kitchen"""
LI-6159,Sonny,Dust,Sonny Dust,F,25-12-2012,"""Jarvis""",RP-1835-mu,18-02-2020,"""Science and Technology"""
LI-1599,Glenn,Delgua,Glenn Delgua,F,30-12-1993,"""Jarvis""",RP-9673-bd,22-07-2020,"""Kitchen"""
LI-0933,Jan,Quigley,Jan Quigley,F,24-07-2000,"""Kits Focal""",BM-4921-sd,27-06-2020,"""Kitchen"""
LI-1817,Duke,Ridsdale,Duke Ridsdale,M,18-05-1995,"""Ultron""",RP-1163-xg,15-04-2020,"""Kitchen"""
LI-4212,Elwood,Samper,Elwood Samper,M,20-10-1997,"""Ultron""",BM-0499-ky,07-01-2020,"""Kitchen"""
LI-8921,Flint,Skerratt,Flint Skerratt,M,28-04-2001,"""Jarvis""",RP-6236-ra,15-11-2019,"""Art and Craft"""
LI-1953,Renata,Blanque,Renata Blanque,F,23-09-2001,"""Ultron""",BM-7918-pi,13-03-2020,"""Kitchen"""
LI-5923,Julian,Iapico,Julian Iapico,M,16-05-1997,"""Jarvis""",BM-8007-xj,29-08-2020,"""Kitchen"""
LI-1483,Allen,Gyles,Allen Gyles,M,10-06-2008,"""Ultron""",HC-1513-yd,01-09-2020,"""Kitchen"""
LI-8650,Reina,Kelshaw,Reina Kelshaw,F,12-08-1999,"""Skynet""",RP-2664-ac,11-06-2020,"""Kitchen"""
LI-6690,Kendell,Brisse,Kendell Brisse,M,01-11-2009,"""Jarvis""",RP-8141-yz,26-01-2020,"""Science and Technology"""
LI-4102,Roseanna,Coale,Roseanna Coale,F,19-10-1991,"""Jarvis""",RP-9458-cg,17-02-2020,"""Science and Technology"""
LI-7352,Dionysus,Chiverton,Dionysus Chiverton,M,23-12-1991,"""Jarvis""",BM-5417-og,22-09-2019,"""Science and Technology"""
LI-2312,Flss,Massingberd,Flss Massingberd,F,25-03-2013,"""Jarvis""",RP-4421-co,20-09-2020,"""Art and Craft"""
LI-6896,Wendy,Krystof,Wendy Krystof,F,18-12-2006,"""Skynet""",JS-8938-ht,22-09-2020,"""Kitchen"""
LI-1051,Seana,Colman,Seana Colman,F,05-04-2007,"""Jarvis""",BM-0054-zw,12-08-2020,"""Art and Craft"""
LI-1795,Augusta,Viles,Augusta Viles,F,16-03-2010,"""Jarvis""",HC-0023-no,12-05-2020,"""Kitchen"""
LI-2449,Jonell,Baxandall,Jonell Baxandall,F,29-10-1994,"""Jarvis""",HC-4267-wc,28-03-2020,"""Art and Craft"""
LI-4128,Paten,Helm,Paten Helm,M,14-10-1996,"""Jarvis""",BM-9530-ya,17-09-2019,"""Art and Craft"""
LI-7248,Debora,Ballance,Debora Ballance,F,04-04-2019,"""Jarvis""",RP-4776-lb,09-04-2020,"""Art and Craft"""
LI-6215,Codie,Mathevet,Codie Mathevet,M,14-02-1998,"""Jarvis""",RP-1087-vk,13-01-2020,"""Art and Craft"""
LI-4093,Brody,Tebbut,Brody Tebbut,M,20-01-2006,"""Skynet""",BM-6078-vg,29-10-2020,"""Kitchen"""
LI-1883,Adelbert,Chadderton,Adelbert Chadderton,M,06-05-2017,"""Jarvis""",JS-9641-uo,19-03-2020,"""Art and Craft"""
LI-3913,Candide,Ferronier,Candide Ferronier,F,09-12-2011,"""Ultron""",RP-2863-cu,17-06-2020,"""Kitchen"""
LI-4008,Fitzgerald,Springle,Fitzgerald Springle,M,30-05-2016,"""Jarvis""",RP-0470-vr,04-11-2019,"""Art and Craft"""
LI-4932,Marissa,Godridge,Marissa Godridge,F,24-02-2008,"""Ultron""",JS-2464-xn,05-04-2020,"""Kitchen"""
LI-5129,Brynn,Walch,Brynn Walch,F,05-03-2018,"""Kits Focal""",BM-1859-rj,16-05-2020,"""Science and Technology"""
LI-3069,Emmey,Stenhouse,Emmey Stenhouse,F,24-07-2019,"""Jarvis""",RP-3957-qz,20-10-2019,"""Art and Craft"""
LI-8193,Lanie,Ripper,Lanie Ripper,F,06-03-2020,"""Skynet""",BM-2995-ih,06-07-2020,"""Kitchen"""
LI-8734,Reginauld,Freake,Reginauld Freake,M,30-12-2008,"""Ultron""",RP-9026-ck,24-09-2020,"""Science and Technology"""
LI-6498,Fransisco,Voelker,Fransisco Voelker,M,24-06-2007,"""Jarvis""",BM-3824-ob,18-03-2020,"""Science and Technology"""
LI-5430,Neils,Lyven,Neils Lyven,M,02-11-1992,"""Skynet""",RP-6415-cw,02-12-2019,"""Kitchen"""
LI-3728,Orran,Gammie,Orran Gammie,M,15-03-2015,"""Jarvis""",RP-2102-nq,01-10-2019,"""Science and Technology"""
LI-4156,Dory,Velte,Dory Velte,F,18-08-2002,"""Jarvis""",RP-6855-pl,20-10-2019,"""Art and Craft"""
LI-1776,Missy,Libbie,Missy Libbie,F,23-06-1995,"""Jarvis""",BM-3193-tl,10-06-2020,"""Science and Technology"""
LI-0229,Warden,Haycroft,Warden Haycroft,M,20-08-1992,"""Jarvis""",RP-4166-sb,09-08-2020,"""Kitchen"""
LI-9550,Loren,Pagan,Loren Pagan,M,03-10-1998,"""Kits Focal""",BM-1701-dk,29-09-2019,"""Art and Craft"""
LI-9517,Phyllis,Blasl,Phyllis Blasl,F,22-06-2003,"""Jarvis""",BM-2841-jv,03-09-2020,"""Art and Craft"""
LI-7783,Gwennie,Berends,Gwennie Berends,F,03-12-2008,"""Jarvis""",JS-3755-sn,27-10-2019,"""Science and Technology"""
LI-3262,Lyell,MacCollom,Lyell MacCollom,M,20-01-1997,"""Ultron""",RP-4212-wg,08-03-2020,"""Kitchen"""
LI-1790,Crissy,Cuckson,Crissy Cuckson,F,29-07-1992,"""Jarvis""",BM-6621-tw,30-12-2019,"""Art and Craft"""
LI-1052,Neysa,Rayman,Neysa Rayman,F,26-08-2013,"""Jarvis""",JS-8781-yf,22-04-2020,"""Art and Craft"""
LI-8455,Tilda,Veysey,Tilda Veysey,F,29-07-1998,"""Jarvis""",JS-4438-vc,06-03-2020,"""Science and Technology"""
LI-7043,Xylina,Lias,Xylina Lias,F,08-03-2006,"""Ultron""",RP-6624-xf,27-10-2019,"""Science and Technology"""
LI-1813,Solly,Tosh,Solly Tosh,M,05-10-2017,"""Jarvis""",RP-8014-en,07-12-2019,"""Science and Technology"""
LI-3150,Anetta,Kittless,Anetta Kittless,F,22-07-1992,"""Jarvis""",BM-3059-zg,25-11-2019,"""Kitchen"""
LI-6487,Hamnet,Dyde,Hamnet Dyde,M,12-02-2015,"""Jarvis""",RP-2474-ts,09-03-2020,"""Science and Technology"""
LI-5993,Ray,Andrini,Ray Andrini,M,07-08-1992,"""Skynet""",RP-2460-lr,04-03-2020,"""Kitchen"""
LI-7635,Dania,Laugharne,Dania Laugharne,F,11-10-2002,"""Jarvis""",BM-6070-cf,04-02-2020,"""Science and Technology"""
LI-1607,Daniella,Bolsteridge,Daniella Bolsteridge,F,04-05-2003,"""Ultron""",RP-0584-xu,10-08-2020,"""Art and Craft"""
LI-6900,Yardley,McLaggan,Yardley McLaggan,M,11-07-1993,"""Jarvis""",RP-5083-qr,21-03-2020,"""Art and Craft"""
LI-4180,Mindy,Tohill,Mindy Tohill,F,24-12-1994,"""Jarvis""",BM-2956-hl,10-03-2020,"""Science and Technology"""
LI-1299,Genia,Georges,Genia Georges,F,08-05-2013,"""Jarvis""",RP-4927-hi,20-09-2020,"""Art and Craft"""
LI-6389,Killian,Donoghue,Killian Donoghue,M,12-01-1992,"""Ultron""",RP-7200-ht,17-12-2019,"""Kitchen"""
LI-2561,Ellis,Fortnam,Ellis Fortnam,M,31-05-1994,"""DIY Contrast""",RP-1742-uk,15-08-2020,"""Kitchen"""
LI-3574,Bjorn,Crennan,Bjorn Crennan,M,29-08-2020,"""Jarvis""",RP-8289-ig,12-08-2020,"""Kitchen"""
LI-6490,Clarke,Cheetham,Clarke Cheetham,M,10-10-2009,"""Jarvis""",RP-6800-kv,17-09-2020,"""Kitchen"""
LI-7719,Ingrid,Seman,Ingrid Seman,F,02-06-1992,"""Kits Focal""",BM-4440-ru,18-02-2020,"""Kitchen"""
LI-8169,Gianna,Malkie,Gianna Malkie,F,13-11-1996,"""Skynet""",JS-5195-qv,18-06-2020,"""Art and Craft"""
LI-4787,Hi,Mizzen,Hi Mizzen,M,07-12-1993,"""Jarvis""",RP-2198-hl,24-07-2020,"""Art and Craft"""
LI-9473,Donny,Dinzey,Donny Dinzey,M,15-06-2015,"""DIY Quest""",BM-6312-bu,09-09-2020,"""Art and Craft"""
LI-2643,Calli,MacNeill,Calli MacNeill,F,08-04-2019,"""DIY Quest""",BM-9925-qs,07-10-2020,"""Science and Technology"""
LI-5355,Eba,Valero,Eba Valero,F,04-04-2006,"""Ultron""",HC-2674-cv,28-05-2020,"""Art and Craft"""
LI-5865,Amory,Larraway,Amory Larraway,M,19-06-2020,"""Skynet""",HC-5389-cl,06-01-2020,"""Kitchen"""
LI-8587,Vallie,Samarth,Vallie Samarth,F,03-06-2018,"""Ultron""",HC-8913-as,25-02-2020,"""Kitchen"""
LI-9212,Marv,Binden,Marv Binden,M,08-07-2000,"""Ultron""",RP-0539-eh,05-07-2020,"""Science and Technology"""
LI-1096,Zachery,Dollard,Zachery Dollard,M,23-11-2008,"""Jarvis""",BM-8707-wh,06-07-2020,"""Kitchen"""
LI-4660,Calypso,MacMillan,Calypso MacMillan,F,14-06-2001,"""Ultron""",RP-1722-zi,07-08-2020,"""Art and Craft"""
LI-1448,Say,Insoll,Say Insoll,M,24-12-2004,"""Skynet""",RP-0865-xw,20-07-2020,"""Art and Craft"""
LI-3580,Tremaine,Thring,Tremaine Thring,M,14-01-1991,"""Jarvis""",HC-0203-ba,16-09-2019,"""Kitchen"""
LI-0840,Janeen,Kapelhoff,Janeen Kapelhoff,F,23-12-1996,"""Ultron""",RP-3630-yn,27-06-2020,"""Kitchen"""
LI-1749,Herminia,Strainge,Herminia Strainge,F,08-07-2001,"""Jarvis""",RP-2106-ti,13-11-2019,"""Kitchen"""
LI-7960,Kippy,Yukhtin,Kippy Yukhtin,F,15-12-1992,"""DIY Contrast""",HC-2937-xa,15-12-2019,"""Kitchen"""
LI-4702,Ferrel,Gonsalvo,Ferrel Gonsalvo,M,25-04-2000,"""Jarvis""",HC-7522-of,14-05-2020,"""Kitchen"""
LI-3872,Bryan,Crockford,Bryan Crockford,M,30-09-2016,"""Ultron""",RP-7612-rk,18-05-2020,"""Kitchen"""
LI-2924,Winny,Horsey,Winny Horsey,M,14-04-2012,"""Jarvis""",JS-3513-zo,27-08-2020,"""Kitchen"""
LI-6909,Lindsey,Muckian,Lindsey Muckian,M,08-06-2009,"""Ultron""",RP-3549-hx,31-12-2019,"""Science and Technology"""
LI-5472,Regen,Sinnott,Regen Sinnott,M,19-10-2010,"""Jarvis""",HC-6353-st,13-04-2020,"""Kitchen"""
LI-7028,Elsa,Highman,Elsa Highman,F,25-11-2009,"""Jarvis""",HC-9269-wu,25-02-2020,"""Kitchen"""
LI-5254,Guinevere,Krzyzaniak,Guinevere Krzyzaniak,F,12-04-2016,"""Jarvis""",HC-8594-hp,26-03-2020,"""Art and Craft"""
LI-8736,Kin,Sikora,Kin Sikora,M,01-04-2003,"""Ultron""",RP-9907-oq,16-01-2020,"""Art and Craft"""
LI-7861,Ezri,Joffe,Ezri Joffe,M,26-11-1990,"""Ultron""",RP-5937-fb,23-03-2020,"""Science and Technology"""
LI-2852,Nollie,Maddern,Nollie Maddern,M,01-04-2002,"""Ultron""",BM-8770-ug,14-10-2020,"""Art and Craft"""
LI-3495,Welsh,Damp,Welsh Damp,M,19-02-1999,"""Ultron""",BM-1728-vp,26-01-2020,"""Science and Technology"""
LI-7321,Ignace,Houtbie,Ignace Houtbie,M,28-03-2007,"""Jarvis""",BM-6749-kv,23-02-2020,"""Kitchen"""
LI-8830,Deane,Camber,Deane Camber,F,07-06-2014,"""Ultron""",HC-9148-iu,28-09-2019,"""Kitchen"""
LI-2592,Gilberte,Skeath,Gilberte Skeath,F,18-05-2016,"""Jarvis""",RP-6149-kv,21-02-2020,"""Kitchen"""
LI-8390,Rem,Everingham,Rem Everingham,M,19-09-2018,"""Kits Focal""",BM-7850-hx,06-07-2020,"""Kitchen"""
LI-6165,Maryjo,Godden,Maryjo Godden,F,24-09-1994,"""Ultron""",RP-3471-px,11-05-2020,"""Science and Technology"""
LI-6004,Seline,Vardy,Seline Vardy,F,21-10-2003,"""Jarvis""",RP-2409-mr,04-10-2020,"""Kitchen"""
LI-3783,Perl,Tilte,Perl Tilte,F,30-11-1993,"""Skynet""",RP-9425-oz,01-04-2020,"""Art and Craft"""
LI-3248,Bendix,Gerard,Bendix Gerard,M,03-03-2020,"""Skynet""",BM-8945-oy,16-07-2020,"""Kitchen"""
LI-8925,Theobald,Goodliff,Theobald Goodliff,M,18-01-2002,"""Jarvis""",BM-0340-tn,16-06-2020,"""Science and Technology"""
LI-4840,Hercules,Nolan,Hercules Nolan,M,28-06-1997,"""Ultron""",BM-4256-db,03-07-2020,"""Kitchen"""
LI-2189,Estel,Biddle,Estel Biddle,F,18-10-2005,"""Kits Focal""",RP-4553-pz,12-05-2020,"""Art and Craft"""
LI-6843,Ethe,Eliyahu,Ethe Eliyahu,M,13-01-2016,"""Ultron""",JS-8867-ib,08-08-2020,"""Kitchen"""
LI-6575,Ty,Mityakov,Ty Mityakov,M,06-12-2016,"""Jarvis""",HC-9571-dc,11-08-2020,"""Science and Technology"""
LI-2421,Elysia,Telfer,Elysia Telfer,F,19-03-2010,"""DIY Contrast""",RP-4902-cz,01-07-2020,"""Kitchen"""
LI-0469,Timi,Bolgar,Timi Bolgar,F,17-07-1998,"""Ultron""",BM-3946-xg,21-12-2019,"""Kitchen"""
LI-4713,Padraig,Reskelly,Padraig Reskelly,M,22-07-1991,"""Jarvis""",JS-0591-el,07-08-2020,"""Kitchen"""
LI-3004,Krishnah,Preddle,Krishnah Preddle,M,09-09-2004,"""Jarvis""",BM-2800-su,29-08-2020,"""Art and Craft"""
LI-1624,Roby,Widdecombe,Roby Widdecombe,F,20-07-1993,"""Skynet""",BM-8965-xk,14-07-2020,"""Art and Craft"""
LI-7839,Anatol,Lethebridge,Anatol Lethebridge,M,10-12-1990,"""Skynet""",BM-3399-bh,28-03-2020,"""Art and Craft"""
